purchase_order_id,company_name,purchase_order_amount,purchase_order_date
706,Yozio,21300.52,4/3/2024
707,Kimia,414195.09,10/30/2025
708,Trudoo,11620.33,4/23/2023
709,InnoZ,237187.59,1/30/2025
710,Roomm,348371.38,8/20/2024
711,Fivespan,478335.38,1/1/2023
712,Photolist,266730.34,6/11/2025
713,Dynabox,466989.37,11/11/2025
714,Browsecat,414036.96,3/20/2024
715,Wikizz,68681.04,1/7/2023
716,Ntag,476513.87,8/5/2024
717,Yodoo,265587.39,9/16/2024
718,Skimia,326356.29,6/6/2024
719,Kamba,287334.04,2/22/2024
720,Jatri,331142.31,5/6/2023
721,Shufflebeat,78599.45,3/1/2025
722,Mymm,286403.06,1/14/2025
723,Yoveo,56769.1,7/17/2023
724,Yabox,346352.74,7/3/2025
725,Plambee,303067.72,12/11/2025
726,Brainbox,359880.03,6/3/2024
727,Talane,62218.78,9/18/2023
728,Realpoint,325449.44,4/8/2026
729,Roombo,74039.79,1/8/2025
730,Bubbletube,156335.71,8/13/2023
731,Flipbug,151399.51,4/24/2024
732,Teklist,257577.26,6/21/2023
733,Agimba,408623.78,5/12/2026
734,Jabbertype,487722.43,11/7/2025
735,Quimm,45826.01,2/22/2024
736,Gigazoom,310332.44,4/21/2025
737,Demivee,474935.11,4/2/2025
738,Quamba,197067.09,8/15/2024
739,Livepath,53255.1,5/10/2025
740,Shufflebeat,242967.91,10/20/2024
741,Aivee,338251.97,11/27/2024
742,Meeveo,231344.22,11/2/2024
743,Zoombox,422899.14,8/16/2024
744,JumpXS,21219.01,6/1/2025
745,Yodoo,454465.08,1/1/2026
746,Tazz,450737.89,4/25/2023
747,Quimm,70232.83,2/9/2023
748,Devshare,343565.36,11/17/2025
749,Fivespan,233927.71,6/11/2024
750,Vipe,283458.98,3/18/2025
751,Trupe,129444.57,9/13/2025
752,Jetwire,213200.05,11/11/2025
753,Miboo,112798.21,1/16/2025
754,Oloo,385284.64,2/14/2026
755,Skivee,97351.01,11/14/2023
756,Linkbuzz,253796.21,2/14/2024
757,Gigashots,308662.75,3/15/2026
758,Katz,277635.23,11/25/2023
759,Twinte,380709.64,3/8/2025
760,Leenti,498771.67,7/5/2024
761,Edgewire,323641.71,2/27/2025
762,Riffpath,139682.93,3/20/2026
763,Realcube,65179.77,6/12/2024
764,Linklinks,279116.02,4/16/2026
765,Flashdog,467391.91,6/11/2023
766,Tagtune,13561.29,6/13/2023
767,Tanoodle,40046.16,8/10/2025
768,Ooba,193039.4,1/9/2026
769,Yadel,81072.99,1/7/2024
770,Youspan,124323.96,2/2/2024
771,Rhycero,109910.42,3/23/2025
772,Rhybox,228694.38,1/10/2024
773,Bubbletube,419709.67,4/4/2023
774,Skippad,401926.55,1/23/2024
775,Mymm,488723.42,6/6/2023
776,Centizu,295564.69,12/18/2025
777,Leenti,204047.59,6/11/2024
778,Youspan,448404.13,2/24/2025
779,Fiveclub,319072.58,11/16/2024
780,BlogXS,201943.14,7/20/2025
781,Yambee,229642.43,9/10/2023
782,Twitternation,261971.51,9/6/2025
783,Wordify,80535.15,11/21/2024
784,Topicshots,331854.62,6/9/2025
785,Zoomzone,380226.79,9/15/2025
786,Pixoboo,123546.1,4/28/2025
787,Skidoo,307960.01,1/15/2025
788,Skyvu,225465.53,1/13/2023
789,Fadeo,282734.23,3/5/2025
790,Twitterbridge,207787.34,3/28/2025
791,Eare,380751.98,2/6/2024
792,Browsecat,243517.28,5/29/2024
793,Kazu,441046.36,10/20/2024
794,Oyoba,266720.72,1/8/2023
795,Meembee,88070.97,4/17/2024
796,Brightbean,494850.12,11/15/2023
797,Jaxnation,71342.4,6/2/2023
798,Jayo,488262.96,7/23/2023
799,Zoonoodle,102853.79,12/15/2025
800,Devify,367979.5,4/28/2026
801,Centimia,487907.34,12/24/2023
802,Gabvine,260413.46,10/15/2023
803,Realbuzz,495361.29,10/28/2025
804,Yakitri,254473.38,9/18/2025
805,Babbleopia,133091.48,12/21/2024
806,Jamia,356683.01,10/2/2023
807,Realpoint,333104.52,8/21/2024
808,Edgepulse,18241.36,3/6/2025
809,Tazzy,289257.47,8/26/2024
810,Ooba,278458.32,1/30/2026
811,Yambee,295735.44,4/18/2025
812,Wordware,71098.42,1/18/2025
813,Bubblemix,33808.14,8/28/2023
814,Thoughtstorm,284418.3,1/22/2026
815,Thoughtbeat,28614.39,11/28/2025
816,Voonder,286428.11,3/30/2026
817,Geba,349476.49,7/30/2023
818,Youtags,331243.44,10/23/2024
819,Babbleblab,253190.82,5/19/2023
820,Devbug,194913.0,4/17/2025
821,Skalith,437993.46,4/13/2025
822,Wikibox,170663.43,11/17/2023
823,Ooba,115353.01,3/27/2025
824,Babbleblab,91725.87,10/28/2025
825,Buzzdog,201666.19,12/18/2024
826,Trudeo,192107.62,1/6/2026
827,Abata,52318.78,3/13/2026
828,Thoughtworks,397588.57,1/16/2023
829,Ooba,15969.52,7/19/2025
830,Twitterbeat,231054.0,11/25/2023
831,Nlounge,367401.27,8/29/2025
832,Thoughtsphere,283067.79,2/15/2024
833,Dabvine,465415.74,8/29/2023
834,Zoomcast,108755.18,12/13/2025
835,Babbleset,174097.99,3/2/2026
836,Jabbertype,184275.74,7/15/2025
837,Voonyx,407251.01,2/22/2026
838,Katz,269626.61,9/2/2023
839,Innojam,45933.54,10/22/2023
840,Buzzdog,69342.86,1/12/2025
841,Eire,186593.64,6/29/2025
842,Realcube,371917.77,9/13/2023
843,Fadeo,208222.21,9/9/2024
844,Thoughtbeat,29172.45,5/10/2023
845,Plambee,253093.13,11/20/2024
846,Kwinu,151477.78,4/28/2024
847,Meevee,499945.18,4/1/2025
848,Flashpoint,369743.03,8/7/2024
849,Meejo,346117.03,8/6/2024
850,Shuffledrive,383181.44,5/16/2025
851,Voonyx,314367.86,6/11/2024
852,Topicware,280865.69,2/7/2023
853,Yodoo,27122.37,10/27/2024
854,Mydo,483083.89,12/17/2023
855,Oloo,323416.28,12/11/2025
856,Wikizz,134092.54,10/10/2025
857,Bubblebox,325379.87,11/26/2024
858,Kaymbo,40508.59,8/9/2025
859,Katz,405003.6,7/21/2025
860,Gabcube,289175.06,10/4/2025
861,Jamia,455229.28,7/14/2025
862,Shuffletag,119575.86,2/12/2026
863,Plambee,339640.84,10/23/2025
864,Camido,206511.53,6/19/2025
865,Roombo,275407.7,1/20/2024
866,Photobug,161974.37,11/21/2024
867,Photobug,244888.25,7/14/2023
868,Lajo,164780.2,2/26/2026
869,Oyondu,432964.84,8/12/2023
870,Dazzlesphere,475608.49,4/4/2026
871,Tagfeed,477591.36,1/14/2024
872,Latz,71255.19,9/3/2023
873,Ntags,367054.56,6/14/2025
874,Abatz,354246.35,8/7/2024
875,Pixoboo,184542.07,11/4/2023
876,Trudeo,27094.94,5/16/2025
877,Flipstorm,308341.99,4/11/2024
878,Browsecat,480625.85,4/18/2026
879,Yombu,207056.13,5/23/2023
880,Camido,486108.62,1/4/2025
881,Twinder,64790.96,3/10/2026
882,Riffwire,21286.2,6/29/2023
883,Quinu,229661.84,3/31/2025
884,Buzzbean,243137.09,1/16/2026
885,Buzzster,423187.74,4/22/2024
886,Meezzy,429701.02,7/9/2025
887,Oba,106587.25,10/6/2023
888,Skyble,158409.21,11/13/2025
889,Jamia,46882.68,3/10/2025
890,Rhyzio,432786.74,4/1/2023
891,Yamia,333489.31,7/6/2025
892,Zoombox,43390.15,1/4/2023
893,Mydeo,367097.96,10/26/2024
894,Innotype,49626.54,12/25/2023
895,Bluejam,112662.11,10/15/2024
896,Wordware,226034.49,9/14/2023
897,Edgepulse,55415.61,3/8/2025
898,Jayo,25785.77,12/26/2025
899,Zoovu,115030.82,7/14/2023
900,Skiptube,55006.91,1/3/2024
901,Thoughtbridge,151387.92,2/27/2024
902,Agivu,270084.04,9/22/2025
903,Zoomcast,361299.33,12/25/2023
904,Trilith,423622.19,2/21/2024
905,Lazzy,17175.89,2/28/2023
906,Flashdog,64390.34,12/25/2025
907,Jatri,392715.7,8/20/2025
908,Browsebug,265289.8,2/11/2026
909,Blogpad,396436.59,4/21/2023
910,Topicware,149566.03,6/27/2025
911,Agimba,483617.74,4/6/2025
912,Jabbersphere,231994.1,5/18/2023
913,Wikizz,452726.22,7/22/2023
914,Devshare,170656.19,4/23/2026
915,Gevee,324772.99,4/30/2025
916,Thoughtstorm,289256.0,2/3/2024
917,Tazzy,374413.81,3/15/2024
918,Jabbertype,101711.73,6/10/2024
919,Tagcat,379089.03,9/11/2023
920,Jabbersphere,367544.27,3/10/2025
921,Chatterpoint,385032.24,4/2/2023
922,Eadel,404172.69,10/8/2023
923,Npath,40850.0,6/23/2023
924,Kimia,21494.14,11/17/2025
925,Camido,80969.99,3/11/2024
926,Dazzlesphere,244206.99,3/12/2024
927,Feedfish,489297.28,11/28/2023
928,Meetz,49368.12,11/23/2025
929,Thoughtworks,462109.97,10/30/2024
930,Yata,43140.06,10/18/2025
931,Yoveo,367534.94,11/4/2024
932,Photolist,402996.55,12/16/2024
933,Skipstorm,412253.58,9/26/2025
934,Eimbee,199970.31,4/17/2023
935,Dynazzy,118312.8,3/26/2025
936,Wikibox,59232.73,6/14/2025
937,Dynazzy,46128.43,5/16/2025
938,Eamia,451223.31,12/5/2024
939,Quaxo,281334.97,10/14/2025
940,Kanoodle,46143.99,10/26/2024
941,Flashspan,300899.47,7/28/2023
942,Dynabox,294361.19,7/18/2023
943,Voonte,412390.3,10/26/2025
944,Skivee,166415.03,11/18/2024
945,Abata,406211.83,1/20/2025
946,Babbleopia,148339.99,3/13/2023
947,Meevee,248443.36,10/22/2024
948,Devpulse,224018.62,3/30/2023
949,Thoughtblab,425536.91,1/8/2023
950,Oyope,124206.78,6/5/2024
951,Meedoo,262175.9,9/24/2024
952,Roodel,287356.55,10/9/2023
953,Shuffledrive,372774.17,7/14/2025
954,Fivebridge,115832.89,10/24/2023
955,Yodo,397999.68,9/3/2024
956,Mybuzz,273750.52,3/14/2024
957,Plajo,404658.53,8/7/2023
958,Devcast,261680.43,4/18/2026
959,Flipbug,111831.35,5/10/2023
960,Realfire,259774.11,1/12/2024
961,Eadel,167003.22,3/6/2024
962,Feedmix,301067.13,2/17/2023
963,Camido,294033.38,1/18/2025
964,Zava,430020.84,7/21/2023
965,Zooxo,143681.34,5/24/2023
966,Muxo,90503.68,3/26/2023
967,Fivechat,375901.46,5/18/2023
968,Gabvine,241484.6,5/6/2025
969,Skinte,171743.92,6/9/2025
970,Gigabox,319874.56,12/12/2025
971,Browsezoom,199470.26,3/27/2026
972,Shuffledrive,82714.39,5/6/2026
973,Skinder,445327.65,11/28/2023
974,Tanoodle,71391.65,6/10/2023
975,Zoonder,11298.71,10/31/2025
976,Fliptune,263639.46,2/1/2023
977,Edgetag,128558.88,8/20/2025
978,Edgetag,113773.5,4/1/2024
979,Avamba,283137.97,9/29/2023
980,Kazio,487850.73,4/17/2023
981,Dablist,100363.56,4/6/2025
982,Browsetype,91617.84,10/23/2024
983,Flipbug,74888.92,1/11/2024
984,Yamia,30469.45,4/28/2024
985,Aibox,97082.25,2/10/2025
986,Jaxspan,79979.53,9/23/2025
987,Zoonder,247306.72,8/16/2025
988,Topicblab,289033.04,12/9/2025
989,Skivee,48338.35,6/29/2024
990,Yamia,384629.3,11/6/2023
991,Photospace,346640.45,11/10/2023
992,Realfire,326430.94,3/27/2025
993,Katz,126478.7,10/7/2023
994,Snaptags,298445.54,1/12/2025
995,Jaxspan,120564.26,4/23/2023
996,Jatri,332091.82,2/22/2026
997,Feednation,295329.89,11/7/2024
998,Babbleblab,466542.18,4/7/2025
999,Pixoboo,385251.3,7/20/2023
1000,Trilia,265408.82,11/2/2025
