invoice_id,purchase_order_id,invoice_number,invoice_amount,invoice_date
758,5,5,45129.81,7/26/2023
759,10,76,12804.76,10/28/2024
760,50,2120,20295.53,2/28/2024
761,41,56251,45392.64,4/12/2023
762,6,2,39951.68,1/7/2025
763,34,7,8713.2,12/26/2024
764,37,2419,42441.08,9/21/2024
765,7,63,9237.53,10/24/2024
766,32,9,22715.33,6/8/2025
767,8,426,4593.18,6/5/2024
768,49,03,29990.09,7/6/2024
769,22,504,38227.57,11/18/2025
770,31,86309,28816.38,5/15/2023
771,7,050,44198.25,2/10/2026
772,29,8357,48077.3,3/17/2026
773,25,9,26733.93,4/19/2026
774,19,98219,18248.95,5/22/2024
775,3,4,1631.82,6/6/2023
776,28,963,32313.53,8/28/2025
777,23,37453,33688.66,10/28/2023
778,5,107,9223.9,11/20/2023
779,32,3059,12840.47,4/2/2026
780,32,0973,46443.61,3/5/2023
781,35,433,33622.56,1/16/2024
782,41,24,16728.68,4/28/2023
783,9,158,33416.07,1/22/2024
784,41,270,20765.86,4/7/2023
785,7,87,14024.86,10/16/2023
786,21,843,22501.15,6/7/2024
787,43,184,4160.54,2/21/2025
788,27,54,17408.95,11/9/2025
789,19,21456,29291.21,6/8/2023
790,25,01300,48696.46,9/5/2025
791,19,9561,41267.88,12/2/2024
792,8,99,32802.31,7/4/2024
793,4,22,44462.08,3/5/2024
794,24,221,36929.03,5/14/2025
795,20,4,30398.11,12/2/2025
796,4,3772,18429.04,1/8/2024
797,15,1946,7760.64,3/12/2025
798,3,42999,33422.76,3/22/2024
799,2,38,8438.61,12/4/2023
800,19,770,20974.57,5/30/2024
801,45,75,30627.31,9/14/2025
802,14,393,27856.82,1/16/2024
803,12,1022,18986.92,6/14/2024
804,29,634,49955.51,8/28/2023
805,10,9,25441.61,4/22/2026
806,18,61,12949.78,7/6/2023
807,17,3304,16787.32,6/1/2023
808,38,322,14823.29,7/27/2023
809,15,9,35078.53,8/19/2023
810,11,4211,37837.73,2/29/2024
811,26,4973,24808.1,1/4/2025
812,35,081,37258.87,7/3/2023
813,32,665,44685.03,10/23/2023
814,41,7,25450.16,8/7/2025
815,29,73,39504.2,7/19/2023
816,25,82,19942.43,4/1/2024
817,9,08,19525.55,1/20/2024
818,12,731,21861.25,4/4/2025
819,30,34,15487.08,6/24/2023
820,50,9,21986.19,5/23/2026
821,50,9,5850.82,5/6/2023
822,49,77553,22700.28,1/9/2024
823,8,9044,28558.09,3/19/2024
824,20,00,46694.15,11/3/2025
825,36,507,23240.6,9/3/2025
826,26,9838,42838.53,5/19/2025
827,12,68757,24809.88,10/27/2024
828,17,90891,48407.41,1/30/2026
829,40,12456,16059.58,4/1/2023
830,21,54681,27816.01,7/16/2025
831,16,29411,40462.73,3/20/2025
832,4,0,27613.09,3/14/2023
833,21,29693,37888.39,10/2/2025
834,5,18,35548.75,12/4/2025
835,35,11340,25106.8,1/25/2026
836,40,7,48429.13,12/18/2024
837,28,5749,13413.43,9/26/2025
838,32,36,2174.99,7/11/2024
839,3,63,20705.69,4/23/2024
840,35,949,22115.26,3/27/2023
841,5,95,20459.14,4/14/2023
842,24,275,13579.61,5/25/2025
843,18,9,33815.12,7/14/2024
844,20,7,33247.6,10/6/2023
845,20,35003,38856.22,8/1/2023
846,50,13,6167.4,4/19/2023
847,10,5,29423.3,5/24/2024
848,33,00,38091.56,12/15/2024
849,43,14,46126.54,5/7/2024
850,43,8,23625.46,8/8/2025
851,11,27885,33294.2,2/10/2026
852,20,95,32095.16,5/7/2024
853,35,632,48229.27,4/17/2025
854,35,86188,7580.58,11/21/2025
855,5,70,28636.2,9/19/2024
856,7,921,11767.98,8/16/2025
857,4,0,47060.22,12/6/2025
858,46,54616,22787.89,2/17/2026
859,39,81473,48489.57,3/23/2024
860,42,430,3818.96,1/22/2023
861,2,6,15328.63,3/31/2025
862,46,331,36356.59,8/30/2023
863,16,4,26675.2,12/4/2023
864,44,1672,30591.97,8/11/2023
865,7,2279,13448.75,7/18/2023
866,27,6536,38774.38,3/27/2025
867,11,36315,37073.49,8/27/2025
868,30,73909,42969.28,11/8/2024
869,23,58,8811.42,4/16/2026
870,19,076,1113.44,12/4/2023
871,18,93283,33778.1,7/8/2024
872,5,06828,15393.13,5/23/2024
873,12,4,21885.29,12/31/2025
874,1,1550,23287.23,3/15/2025
875,43,54566,18800.47,9/19/2025
876,37,8,1675.62,3/20/2024
877,36,42702,19633.29,3/23/2024
878,3,5682,45810.28,5/21/2026
879,37,13693,11983.14,3/16/2024
880,35,97836,14157.02,5/15/2026
881,47,12,40268.04,8/9/2023
882,22,94,23395.87,9/15/2024
883,45,4136,25395.6,3/11/2023
884,21,2,31747.01,6/11/2025
885,3,9,1517.98,7/12/2025
886,10,070,16589.38,2/9/2026
887,45,167,33816.46,12/24/2023
888,11,38,18799.87,10/23/2025
889,38,4262,3855.35,1/9/2024
890,27,2113,41394.07,12/9/2024
891,22,45,18152.14,11/29/2023
892,24,569,2562.56,11/5/2024
893,49,191,40146.91,5/23/2024
894,10,86859,43963.87,6/14/2025
895,10,9610,37684.37,3/22/2024
896,3,03,20493.57,4/6/2024
897,23,6297,20381.93,1/25/2024
898,32,1,3139.97,3/5/2023
899,12,280,35633.45,2/1/2023
900,9,8613,16050.18,4/7/2026
901,44,1,30280.45,3/3/2023
902,3,72933,43648.02,7/27/2025
903,35,90,31282.19,7/22/2024
904,44,96,4710.43,4/6/2025
905,46,23513,42627.15,1/4/2026
906,47,404,2947.0,10/11/2025
907,39,6387,10492.54,3/20/2025
908,17,550,25680.16,5/12/2026
909,50,93192,49103.25,5/18/2024
910,36,17718,40500.73,3/24/2026
911,12,78085,40925.27,9/18/2023
912,4,5198,44848.94,4/17/2026
913,45,47929,13359.79,12/18/2023
914,11,210,5070.48,1/27/2025
915,15,60479,1860.36,11/7/2025
916,35,7,47778.16,7/11/2025
917,36,7,8087.93,6/9/2023
918,37,6943,46010.84,12/28/2024
919,30,57235,9280.11,8/5/2023
920,2,27,15318.73,4/3/2026
921,32,9,1091.08,12/23/2023
922,49,424,34134.85,11/3/2024
923,24,0614,44377.48,6/5/2025
924,22,9,9873.66,7/5/2025
925,49,99271,36454.3,9/23/2023
926,22,56,18367.03,11/24/2025
927,42,61192,35880.76,5/21/2023
928,10,6270,14651.54,3/2/2023
929,34,0,43131.77,3/3/2025
930,24,46,13394.84,11/17/2023
931,21,287,23337.11,10/13/2024
932,47,813,18227.14,12/24/2023
933,36,103,44250.94,3/23/2026
934,7,516,47017.2,10/14/2023
935,33,0,10212.21,5/29/2024
936,26,90808,16693.7,4/19/2023
937,21,9,34843.33,5/18/2024
938,31,7188,24607.48,3/31/2024
939,45,39268,1282.5,2/6/2023
940,5,63,45226.57,6/6/2023
941,11,5398,43045.33,3/14/2024
942,22,30,47850.41,12/11/2025
943,16,10,8738.21,2/16/2026
944,29,71633,17281.22,9/25/2023
945,3,7,5112.51,9/1/2025
946,5,9,49316.96,6/28/2025
947,5,77,9753.36,10/15/2023
948,31,13953,26935.92,11/13/2023
949,36,65336,36056.86,9/20/2024
950,21,101,18090.46,12/24/2024
951,10,32,28695.92,10/1/2024
952,37,71460,17322.56,2/26/2024
953,49,382,9085.88,3/22/2023
954,24,2388,34771.15,3/8/2023
955,28,53,31209.3,12/6/2024
956,35,4943,48543.37,9/5/2023
957,41,14,40813.1,8/19/2023
958,33,268,28016.09,3/9/2025
959,27,258,5258.53,7/8/2023
960,29,775,30610.9,10/4/2024
961,27,8999,47333.4,3/29/2023
962,36,2573,17033.95,4/16/2024
963,47,4,5392.64,3/13/2026
964,24,12,49750.62,6/3/2024
965,34,771,34851.13,4/3/2023
966,15,20,16188.44,9/24/2025
967,49,1165,29594.86,9/26/2023
968,2,26309,25498.3,6/4/2025
969,38,80,8456.23,2/18/2025
970,32,830,22253.12,6/17/2025
971,47,0,4674.97,3/18/2026
972,22,30,39384.59,11/13/2023
973,2,151,20815.91,8/24/2024
974,38,1,8096.45,9/23/2023
975,12,86872,45942.96,11/6/2023
976,41,257,48381.65,5/11/2025
977,25,5,4300.59,1/23/2024
978,6,258,22768.6,5/29/2023
979,22,6419,21513.68,3/3/2023
980,8,71,22495.92,1/9/2024
981,36,35288,38289.2,9/18/2024
982,9,19,48967.4,11/22/2025
983,24,451,31859.65,4/17/2024
984,18,8901,25492.28,1/1/2023
985,50,0,30716.33,5/21/2026
986,34,923,17018.42,12/20/2024
987,10,59299,48693.15,2/1/2023
988,18,83896,24595.05,3/8/2026
989,30,1,26921.37,1/16/2025
990,28,195,1849.13,5/24/2024
991,43,0,47262.49,2/6/2025
992,29,4,17667.24,6/14/2024
993,41,4,40408.6,8/23/2023
994,8,43,4988.28,1/14/2025
995,23,663,5102.08,4/13/2023
996,14,4,13326.38,4/3/2023
997,15,9,38209.52,12/8/2024
998,50,417,6513.13,7/15/2023
999,30,530,35477.8,7/26/2025
1000,34,1628,14083.02,3/4/2026
